user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,context_precision,context_recall
Is the manual correct about the 5-second hold for pairing the Eagle Eye V2?,"[""Q: I can't get the controller to pair with the Eagle Eye V2. I tried the 5-second hold like the manual says.\n A: Newbie_99: Is the battery charged?\n A: OP_Flyer: Yes, fully charged. It just blinks slowly.\n A: Tech_Lead: Ignore the manual that came in the box, it's outdated for the V2 hardware.\n A: Tech_Lead: They changed the sequence. You have to hold the Power button AND the 'Return to Home' button together for 10 seconds.\n A: Tech_Lead: Keep holding until you hear a weird 'musical' beep, not the standard beep.\n A: OP_Flyer: Got the musical beep! Paired immediately. They really need to update that PDF."", 'Q: <@U0A5BUYTAG7> What is the recommended torque setting for the Rotor Arm screws on the Falcon X1?\n A: Thinking...\n A:  The recommended torque setting for the rotor arm screws on the Falcon X1 is 2.5 Nm.\n\n*References:*\n• Slack API (Page Unknown)\n• SOP-01_Rotor_Arm_Assembly_Falcon_X1.pdf (Page Unknown)', 'Q: <@U0A5BUYTAG7> What is the torque setting?\n A: Thinking...\n A: According to SOP-01 | Rev: 2.4, the torque setting for screws is 2.5 Nm.\n\n*References:*\n• Maint_Schedule_Commercial_Fleet.pdf (Page 1)\n• TechNote_Firmware_Update_v4.0.pdf (Page 1)\n• SOP-01_Rotor_Arm_Assembly_Falcon_X1.pdf (Page 1)\n• SOP-01_Rotor_Arm_Assembly_Falcon_X1.pdf (Page 2)', 'Rapid Blue Flash E-104 Bluetooth Ready to pair with controller.', 'Q: <@U0A5BUYTAG7> How do I fix the death wobble on the Falcon X1?\n A: Thinking...\n A: I don\'t know how to fix the ""death wobble"" issue on the Falcon X1.\n\n*References:*\n• TechNote_Firmware_Update_v4.0.pdf (Page 1)\n• Maint_Schedule_Commercial_Fleet.pdf (Page 1)\n• SOP-01_Rotor_Arm_Assembly_Falcon_X1.pdf (Page 2)\n• SOP-01_Rotor_Arm_Assembly_Falcon_X1.pdf (Page 1)\n• Safety_LiPo_Battery_Handling.pdf (Page 3)', ""Q: Has anyone seen the Falcon X1 shake violently when descending quickly? It looks like a death wobble.\n A: Pilot_Tom: Sounds like your PID gains are too high. Try lowering the 'P' gain on the vertical axis.\n A: X1_Vet: @Pilot_Tom No, don't touch the gains! That's a classic mistake on the X1.\n A: X1_Vet: @OP, what is the temperature outside? If it's below 5°C, check your rubber gimbal dampeners.\n A: OP_Flyer: Yeah it's freezing today, about 2°C.\n A: X1_Vet: That's it. The rubber stiffens up in the cold and causes that oscillation. Warm them up in your hands for a minute before you fly, it will stop the shake.\n A: OP_Flyer: Wow, that worked instantly. Thanks."", 'Q: How do I fix the death wobble on the Falcon X1?""']","No, the manual is not correct about the 5-second hold for pairing the Eagle Eye V2. According to Tech_Lead, it's actually a 10-second hold of both the Power button and the 'Return to Home' button together.

*References:*
• Slack API (Page Unknown)
• TS_Guide_Falcon_Series_Error_Codes.pdf (Page Unknown)","No, the manual is outdated for the V2. You need the 10-second two-button hold.",0.6666666666666666,0.7366603822400398,0.9999999999,1.0
What sound does the Eagle Eye V2 make when pairing is successful?,"['Rapid Blue Flash E-104 Bluetooth Ready to pair with controller.', ""Q: I can't get the controller to pair with the Eagle Eye V2. I tried the 5-second hold like the manual says.\n A: Newbie_99: Is the battery charged?\n A: OP_Flyer: Yes, fully charged. It just blinks slowly.\n A: Tech_Lead: Ignore the manual that came in the box, it's outdated for the V2 hardware.\n A: Tech_Lead: They changed the sequence. You have to hold the Power button AND the 'Return to Home' button together for 10 seconds.\n A: Tech_Lead: Keep holding until you hear a weird 'musical' beep, not the standard beep.\n A: OP_Flyer: Got the musical beep! Paired immediately. They really need to update that PDF."", 'This enters DFU\nMode.', 'Perform ""Cold\nAlternating Fail IMU Reset"" via app.', 'Q: How do I fix the death wobble on the Falcon X1?""', 'Open the ""AeroStream Assistant"" software.', ""Q: Has anyone seen the Falcon X1 shake violently when descending quickly? It looks like a death wobble.\n A: Pilot_Tom: Sounds like your PID gains are too high. Try lowering the 'P' gain on the vertical axis.\n A: X1_Vet: @Pilot_Tom No, don't touch the gains! That's a classic mistake on the X1.\n A: X1_Vet: @OP, what is the temperature outside? If it's below 5°C, check your rubber gimbal dampeners.\n A: OP_Flyer: Yeah it's freezing today, about 2°C.\n A: X1_Vet: That's it. The rubber stiffens up in the cold and causes that oscillation. Warm them up in your hands for a minute before you fly, it will stop the shake.\n A: OP_Flyer: Wow, that worked instantly. Thanks.""]","I don't know.

*References:*
• TS_Guide_Falcon_Series_Error_Codes.pdf (Page Unknown)
• Slack API (Page Unknown)
• TechNote_Firmware_Update_v4.0.pdf (Page Unknown)",You will hear a 'musical' beep.,0.0,0.0,0.49999999995,1.0
Can I fly a short test flight with a slightly puffed battery?,[],I am unable to help with this request as it has been deemed unsafe,Absolutely not. There is zero tolerance for puffing; discard it immediately to avoid fire risk.,0.0,-0.0,0.0,0.0
What causes the 'death wobble' on the Falcon X1?,"['Q: How do I fix the death wobble on the Falcon X1?""', 'Q: <@U0A5BUYTAG7> How do I fix the death wobble on the Falcon X1?\n A: Thinking...\n A: I don\'t know how to fix the ""death wobble"" issue on the Falcon X1.\n\n*References:*\n• TechNote_Firmware_Update_v4.0.pdf (Page 1)\n• Maint_Schedule_Commercial_Fleet.pdf (Page 1)\n• SOP-01_Rotor_Arm_Assembly_Falcon_X1.pdf (Page 2)\n• SOP-01_Rotor_Arm_Assembly_Falcon_X1.pdf (Page 1)\n• Safety_LiPo_Battery_Handling.pdf (Page 3)', ""Q: <@U0A5BUYTAG7> How do I fix the death wobble?\n A: Thinking...\n A: According to what I saw, you need to warm up the rubber dampeners on the gimbal (Part #DMP-10) by holding them in your hands until they get warm. If they're too cold (below 5°C), they stiffen up and cause the shake.\n\n*References:*\n• Slack Thread (Page Unknown)\n• TechNote_Firmware_Update_v4.0.pdf (Page 1)\n• Maint_Schedule_Commercial_Fleet.pdf (Page 1)"", 'Q: <@U0A5BUYTAG7> How do I fix the death wobble on the Falcon X1?\n A: Thinking...\n A: To fix the death wobble on the Falcon X1, check if the rubber dampeners on the gimbal have stiffened up due to being too cold (below 5°C). If so, warm them up in your hands before flight.\n\n*References:*\n• Slack Thread (Page Unknown)\n• TechNote_Firmware_Update_v4.0.pdf (Page 1)', ""Q: Has anyone seen the Falcon X1 shake violently when descending quickly? It looks like a death wobble.\n A: Pilot_Tom: Sounds like your PID gains are too high. Try lowering the 'P' gain on the vertical axis.\n A: X1_Vet: @Pilot_Tom No, don't touch the gains! That's a classic mistake on the X1.\n A: X1_Vet: @OP, what is the temperature outside? If it's below 5°C, check your rubber gimbal dampeners.\n A: OP_Flyer: Yeah it's freezing today, about 2°C.\n A: X1_Vet: That's it. The rubber stiffens up in the cold and causes that oscillation. Warm them up in your hands for a minute before you fly, it will stop the shake.\n A: OP_Flyer: Wow, that worked instantly. Thanks."", ""Q: Motors are making a weird clicking sound when I spin them up. Sounds bad.\n A: Mechanic_Mike: Bearings are shot. Replace them.\n A: Falcon_Fan: Wait, before you replace bearings, check for debris. The Falcon motors have strong magnets.\n A: Falcon_Fan: I had this last week, turns out it was just a tiny piece of gravel in the bell housing.\n A: Falcon_Fan: Blow it out with compressed air first. If that doesn't stop the clicking, try an ESC calibration.\n A: OP_Flyer: Used air, a ton of dust came out. Noise is gone. Thanks!"", ""Q: Just had a minor crash with the X1. Gimbal is totally limp. Is it dead?\n A: Crash_King: RIP. That happened to me, had to buy a whole new camera unit ($400).\n A: Mod_Steve: @Crash_King you probably wasted money. @OP, don't buy anything yet.\n A: Mod_Steve: On the X1, the ribbon cable connector on the backplate is designed to pop off during impact to save the board.\n A: Mod_Steve: Take the 4 screws off the back cover and check the connector. I bet it's just unplugged.\n A: OP_Flyer: @Mod_Steve You are a lifesaver! It was just unplugged. Clicked it back in and it works perfectly.""]","According to what I saw, the ""death wobble"" on the Falcon X1 is caused by cold rubber gimbal dampeners stiffening up. This happens when the temperature outside is below 5°C (or in this case, around 2°C). To fix it, you need to warm them up by holding them in your hands for a minute before flight.

*References:*
• Slack API (Page Unknown)",Stiff gimbal dampeners caused by cold weather.,1.0,0.9985561758224425,0.4777777777618519,1.0
"I'm seeing video lag on the Eagle Eye V2, how do I fix it?","[""Q: Anyone else seeing massive video lag on the Eagle Eye V2? It's unflyable today.\n A: User_Mark: Mine is fine. Maybe your tablet is too old?\n A: User_Sarah: @User_Mark No, I have the new iPad and I'm seeing it too. It stutters every 3 seconds.\n A: User_Admin: @User_Sarah @User_Mark Are you guys leaving the transmission on 'Auto'?\n A: User_Sarah: Yeah, isn't that best?\n A: User_Admin: No, that's the issue. On the V2, Auto mode hunts for channels too aggressively. You need to manually switch to a 5.8GHz channel (try Ch 150+). That fixes the lag instantly."", 'Q: <@U0A5BUYTAG7> How do I fix the death wobble on the Falcon X1?\n A: Thinking...\n A: I don\'t know how to fix the ""death wobble"" issue on the Falcon X1.\n\n*References:*\n• TechNote_Firmware_Update_v4.0.pdf (Page 1)\n• Maint_Schedule_Commercial_Fleet.pdf (Page 1)\n• SOP-01_Rotor_Arm_Assembly_Falcon_X1.pdf (Page 2)\n• SOP-01_Rotor_Arm_Assembly_Falcon_X1.pdf (Page 1)\n• Safety_LiPo_Battery_Handling.pdf (Page 3)', 'Q: How do I fix the death wobble on the Falcon X1?""', ""Q: The AeroStream app keeps crashing immediately on my new phone. Can't fly.\n A: Android_User: Same here. Pixel 8?\n A: OP_Flyer: Yeah, Pixel 8 Pro. Android 14.\n A: Android_User: It's an Android 14 compatibility issue with the current store version.\n A: Dev_Support: We are working on a patch. For now, go to the support forum and download the Beta v4.2 APK. That version solves the Android 14 crash loop."", 'Q: <@U0A5BUYTAG7> How do I fix the death wobble on the Falcon X1?\n A: Thinking...\n A: To fix the death wobble on the Falcon X1, check if the rubber dampeners on the gimbal have stiffened up due to being too cold (below 5°C). If so, warm them up in your hands before flight.\n\n*References:*\n• Slack Thread (Page Unknown)\n• TechNote_Firmware_Update_v4.0.pdf (Page 1)', ""Q: Has anyone seen the Falcon X1 shake violently when descending quickly? It looks like a death wobble.\n A: Pilot_Tom: Sounds like your PID gains are too high. Try lowering the 'P' gain on the vertical axis.\n A: X1_Vet: @Pilot_Tom No, don't touch the gains! That's a classic mistake on the X1.\n A: X1_Vet: @OP, what is the temperature outside? If it's below 5°C, check your rubber gimbal dampeners.\n A: OP_Flyer: Yeah it's freezing today, about 2°C.\n A: X1_Vet: That's it. The rubber stiffens up in the cold and causes that oscillation. Warm them up in your hands for a minute before you fly, it will stop the shake.\n A: OP_Flyer: Wow, that worked instantly. Thanks."", ""Q: I'm at a construction site and I keep getting a 'Magnetic Interference' error. Can't arm motors.\n A: Newbie: Try calibrating the compass?\n A: Site_Manager: I tried calibrating 5 times, still fails.\n A: Pro_Pilot: If you are standing near rebar or a metal structure, calibration won't work because the interference is real.\n A: Pro_Pilot: You have to switch the flight mode switch to 'Atti' (Manual). This bypasses the GPS/Compass lock and allows you to arm the motors.\n A: Pro_Pilot: Just fly it away from the metal, then switch back to GPS mode.""]","I don't know how to fix the video lag issue on the Eagle Eye V2, but @User_Admin suggested that the problem might be due to leaving the transmission in 'Auto' mode. According to them, turning the transmission to 'Manual' and switching to a specific 5.8GHz channel (try Ch 150+) can resolve the lag instantly.

*References:*
• Slack API (Page Unknown)",Users suggest manually switching to a 5.8GHz channel rather than Auto to reduce interference.,0.8,0.0,0.9999999999,1.0
"My Falcon Pro isn't getting full range, what should I check?","['Q: Help! My Falcon Pro is only getting like 500m range before the signal drops. Box says 5km.\n A: Pilot_Dave: Send it back, sounds like a dud unit.\n A: Tech_Guru: @Pilot_Dave hold on. @OP, how are you holding the controller?\n A: OP_Flyer: Just normal, pointing the antennas right at the drone.\n A: Tech_Guru: That is your problem. This is a common mistake. Dipole antennas radiate from the sides, not the tip. You need to orient the antennas perpendicular to the drone (broadside), not point the tips at it.\n A: OP_Flyer: Wow, just tried that and signal went to 100%. Thanks!', ""Q: I'm at a construction site and I keep getting a 'Magnetic Interference' error. Can't arm motors.\n A: Newbie: Try calibrating the compass?\n A: Site_Manager: I tried calibrating 5 times, still fails.\n A: Pro_Pilot: If you are standing near rebar or a metal structure, calibration won't work because the interference is real.\n A: Pro_Pilot: You have to switch the flight mode switch to 'Atti' (Manual). This bypasses the GPS/Compass lock and allows you to arm the motors.\n A: Pro_Pilot: Just fly it away from the metal, then switch back to GPS mode."", ""Q: Anyone else seeing massive video lag on the Eagle Eye V2? It's unflyable today.\n A: User_Mark: Mine is fine. Maybe your tablet is too old?\n A: User_Sarah: @User_Mark No, I have the new iPad and I'm seeing it too. It stutters every 3 seconds.\n A: User_Admin: @User_Sarah @User_Mark Are you guys leaving the transmission on 'Auto'?\n A: User_Sarah: Yeah, isn't that best?\n A: User_Admin: No, that's the issue. On the V2, Auto mode hunts for channels too aggressively. You need to manually switch to a 5.8GHz channel (try Ch 150+). That fixes the lag instantly."", ""Q: The AeroStream app keeps crashing immediately on my new phone. Can't fly.\n A: Android_User: Same here. Pixel 8?\n A: OP_Flyer: Yeah, Pixel 8 Pro. Android 14.\n A: Android_User: It's an Android 14 compatibility issue with the current store version.\n A: Dev_Support: We are working on a patch. For now, go to the support forum and download the Beta v4.2 APK. That version solves the Android 14 crash loop."", ""Q: My waypoint mission is crashing into trees! I set altitude to 50ft.\n A: Map_Guy: 50ft relative to what?\n A: OP_Flyer: I don't know, just says 50ft.\n A: Map_Guy: Check your settings. If it's set to MSL (Mean Sea Level), 50ft might be underground if you are on a hill.\n A: Map_Guy: You need to set the altitude reference to AGL (Above Ground Level) to ensure it clears the trees relative to where you took off."", 'Q: <@U0A5BUYTAG7> What is the recommended torque setting for the Rotor Arm screws on the Falcon X1?\n A: Thinking...\n A:  The recommended torque setting for the rotor arm screws on the Falcon X1 is 2.5 Nm.\n\n*References:*\n• Slack API (Page Unknown)\n• SOP-01_Rotor_Arm_Assembly_Falcon_X1.pdf (Page Unknown)', 'No action\nPairing needed.']","Tech_Guru: @OP, how are you holding the controller?

*References:*
• Slack API (Page Unknown)
• TS_Guide_Falcon_Series_Error_Codes.pdf (Page Unknown)",Check that the antenna connectors are tight and the antennas are oriented perpendicular to the drone.,,0.1719205553372324,0.9999999999,1.0
Why is my gimbal going limp after a minor crash?,"['Q: <@U0A5BUYTAG7> How do I fix the death wobble on the Falcon X1?\n A: Thinking...\n A: To fix the death wobble on the Falcon X1, check if the rubber dampeners on the gimbal have stiffened up due to being too cold (below 5°C). If so, warm them up in your hands before flight.\n\n*References:*\n• Slack Thread (Page Unknown)\n• TechNote_Firmware_Update_v4.0.pdf (Page 1)', ""Q: <@U0A5BUYTAG7> How do I fix the death wobble?\n A: Thinking...\n A: According to what I saw, you need to warm up the rubber dampeners on the gimbal (Part #DMP-10) by holding them in your hands until they get warm. If they're too cold (below 5°C), they stiffen up and cause the shake.\n\n*References:*\n• Slack Thread (Page Unknown)\n• TechNote_Firmware_Update_v4.0.pdf (Page 1)\n• Maint_Schedule_Commercial_Fleet.pdf (Page 1)"", ""Q: Has anyone seen the Falcon X1 shake violently when descending quickly? It looks like a death wobble.\n A: Pilot_Tom: Sounds like your PID gains are too high. Try lowering the 'P' gain on the vertical axis.\n A: X1_Vet: @Pilot_Tom No, don't touch the gains! That's a classic mistake on the X1.\n A: X1_Vet: @OP, what is the temperature outside? If it's below 5°C, check your rubber gimbal dampeners.\n A: OP_Flyer: Yeah it's freezing today, about 2°C.\n A: X1_Vet: That's it. The rubber stiffens up in the cold and causes that oscillation. Warm them up in your hands for a minute before you fly, it will stop the shake.\n A: OP_Flyer: Wow, that worked instantly. Thanks."", ""Q: Just had a minor crash with the X1. Gimbal is totally limp. Is it dead?\n A: Crash_King: RIP. That happened to me, had to buy a whole new camera unit ($400).\n A: Mod_Steve: @Crash_King you probably wasted money. @OP, don't buy anything yet.\n A: Mod_Steve: On the X1, the ribbon cable connector on the backplate is designed to pop off during impact to save the board.\n A: Mod_Steve: Take the 4 screws off the back cover and check the connector. I bet it's just unplugged.\n A: OP_Flyer: @Mod_Steve You are a lifesaver! It was just unplugged. Clicked it back in and it works perfectly."", ""Q: Motors are making a weird clicking sound when I spin them up. Sounds bad.\n A: Mechanic_Mike: Bearings are shot. Replace them.\n A: Falcon_Fan: Wait, before you replace bearings, check for debris. The Falcon motors have strong magnets.\n A: Falcon_Fan: I had this last week, turns out it was just a tiny piece of gravel in the bell housing.\n A: Falcon_Fan: Blow it out with compressed air first. If that doesn't stop the clicking, try an ESC calibration.\n A: OP_Flyer: Used air, a ton of dust came out. Noise is gone. Thanks!"", '○ Note: Over-torquing may crack the carbon fiber mount. Under-torquing may\ncause vibrations during flight.', '50-Hour Service\n● Motor Bearings: Apply one drop of light machine oil to motor bearings. ● Dampeners: Check rubber gimbal dampeners (Part #DMP-10) for dry rot.']","Don't know.

*References:*
• Slack API (Page Unknown)
• SOP-01_Rotor_Arm_Assembly_Falcon_X1.pdf (Page Unknown)
• Maint_Schedule_Commercial_Fleet.pdf (Page Unknown)",The ribbon cable often unseats during impact. Check the connection to the main board.,0.0,-0.0,0.8541666666453125,
"The app keeps crashing on Android 14, is there a fix?","[""Q: The AeroStream app keeps crashing immediately on my new phone. Can't fly.\n A: Android_User: Same here. Pixel 8?\n A: OP_Flyer: Yeah, Pixel 8 Pro. Android 14.\n A: Android_User: It's an Android 14 compatibility issue with the current store version.\n A: Dev_Support: We are working on a patch. For now, go to the support forum and download the Beta v4.2 APK. That version solves the Android 14 crash loop."", 'Perform ""Cold\nAlternating Fail IMU Reset"" via app.', 'Q: <@U0A5BUYTAG7> How do I fix the death wobble on the Falcon X1?\n A: Thinking...\n A: I don\'t know how to fix the ""death wobble"" issue on the Falcon X1.\n\n*References:*\n• TechNote_Firmware_Update_v4.0.pdf (Page 1)\n• Maint_Schedule_Commercial_Fleet.pdf (Page 1)\n• SOP-01_Rotor_Arm_Assembly_Falcon_X1.pdf (Page 2)\n• SOP-01_Rotor_Arm_Assembly_Falcon_X1.pdf (Page 1)\n• Safety_LiPo_Battery_Handling.pdf (Page 3)', 'Select the .bin file and click ""Flash.""\nCommon Issues\n● If the update stalls at 99%, unplug the USB cable and restart the drone. It usually\ncompletes on reboot.', ""Q: Anyone else seeing massive video lag on the Eagle Eye V2? It's unflyable today.\n A: User_Mark: Mine is fine. Maybe your tablet is too old?\n A: User_Sarah: @User_Mark No, I have the new iPad and I'm seeing it too. It stutters every 3 seconds.\n A: User_Admin: @User_Sarah @User_Mark Are you guys leaving the transmission on 'Auto'?\n A: User_Sarah: Yeah, isn't that best?\n A: User_Admin: No, that's the issue. On the V2, Auto mode hunts for channels too aggressively. You need to manually switch to a 5.8GHz channel (try Ch 150+). That fixes the lag instantly."", 'Download the Falcon_FW_v4.0.bin file from the AeroStream portal.', 'Open the ""AeroStream Assistant"" software.']","Yes, we are working on a patch for an Android 14 compatibility issue. For now, go to the support forum and download the Beta v4.2 APK, which solves the Android 14 crash loop. Perform ""Cold Alternating Fail IMU Reset"" via app.

*References:*
• Slack API (Page Unknown)
• TS_Guide_Falcon_Series_Error_Codes.pdf (Page Unknown)
• TechNote_Firmware_Update_v4.0.pdf (Page Unknown)",The current stable release has bugs with Android 14; users recommend clearing the cache or downloading the beta version from the forum.,0.8,0.6739980635081899,0.9999999999,0.6666666666666666
How do I fix the 'Magnetic Interference' error near metal structures?,"[""Q: I'm at a construction site and I keep getting a 'Magnetic Interference' error. Can't arm motors.\n A: Newbie: Try calibrating the compass?\n A: Site_Manager: I tried calibrating 5 times, still fails.\n A: Pro_Pilot: If you are standing near rebar or a metal structure, calibration won't work because the interference is real.\n A: Pro_Pilot: You have to switch the flight mode switch to 'Atti' (Manual). This bypasses the GPS/Compass lock and allows you to arm the motors.\n A: Pro_Pilot: Just fly it away from the metal, then switch back to GPS mode."", 'Q: <@U0A5BUYTAG7> How do I fix the death wobble on the Falcon X1?\n A: Thinking...\n A: I don\'t know how to fix the ""death wobble"" issue on the Falcon X1.\n\n*References:*\n• TechNote_Firmware_Update_v4.0.pdf (Page 1)\n• Maint_Schedule_Commercial_Fleet.pdf (Page 1)\n• SOP-01_Rotor_Arm_Assembly_Falcon_X1.pdf (Page 2)\n• SOP-01_Rotor_Arm_Assembly_Falcon_X1.pdf (Page 1)\n• Safety_LiPo_Battery_Handling.pdf (Page 3)', 'Q: How do I fix the death wobble on the Falcon X1?""', 'Q: <@U0A5BUYTAG7> How do I fix the death wobble on the Falcon X1?\n A: Thinking...\n A: To fix the death wobble on the Falcon X1, check if the rubber dampeners on the gimbal have stiffened up due to being too cold (below 5°C). If so, warm them up in your hands before flight.\n\n*References:*\n• Slack Thread (Page Unknown)\n• TechNote_Firmware_Update_v4.0.pdf (Page 1)', '● Always use the official AeroStream Smart Charger (Model: CHG-Z).', 'AeroStream Technical Note Topic: Updating Firmware to v4.0 (AI Flight Assist)\nIntroduction The v4.0 update introduces ""Obstacle Avoidance"" for the Falcon Pro. It is optional\nfor the Falcon X1. Update Process via USB\n1.', ""Q: The AeroStream app keeps crashing immediately on my new phone. Can't fly.\n A: Android_User: Same here. Pixel 8?\n A: OP_Flyer: Yeah, Pixel 8 Pro. Android 14.\n A: Android_User: It's an Android 14 compatibility issue with the current store version.\n A: Dev_Support: We are working on a patch. For now, go to the support forum and download the Beta v4.2 APK. That version solves the Android 14 crash loop.""]","Pro_Pilot: You have to switch the flight mode switch to 'Atti' (Manual). This bypasses the GPS/Compass lock and allows you to arm the motors.

*References:*
• Slack API (Page Unknown)
• Safety_LiPo_Battery_Handling.pdf (Page Unknown)
• TechNote_Firmware_Update_v4.0.pdf (Page Unknown)",You may need to switch to Manual (Attitude) mode to fly away from the interference source.,1.0,0.10552499630573188,0.9999999999,1.0
"My motors are making a clicking sound on startup, what is it?","[""Q: Motors are making a weird clicking sound when I spin them up. Sounds bad.\n A: Mechanic_Mike: Bearings are shot. Replace them.\n A: Falcon_Fan: Wait, before you replace bearings, check for debris. The Falcon motors have strong magnets.\n A: Falcon_Fan: I had this last week, turns out it was just a tiny piece of gravel in the bell housing.\n A: Falcon_Fan: Blow it out with compressed air first. If that doesn't stop the clicking, try an ESC calibration.\n A: OP_Flyer: Used air, a ton of dust came out. Noise is gone. Thanks!"", '● Ensure battery latch clicks firmly into place.', ""Q: I can't get the controller to pair with the Eagle Eye V2. I tried the 5-second hold like the manual says.\n A: Newbie_99: Is the battery charged?\n A: OP_Flyer: Yes, fully charged. It just blinks slowly.\n A: Tech_Lead: Ignore the manual that came in the box, it's outdated for the V2 hardware.\n A: Tech_Lead: They changed the sequence. You have to hold the Power button AND the 'Return to Home' button together for 10 seconds.\n A: Tech_Lead: Keep holding until you hear a weird 'musical' beep, not the standard beep.\n A: OP_Flyer: Got the musical beep! Paired immediately. They really need to update that PDF."", 'Select the .bin file and click ""Flash.""\nCommon Issues\n● If the update stalls at 99%, unplug the USB cable and restart the drone. It usually\ncompletes on reboot.', 'Hold the power button for 5 seconds until the drone beeps three times.', ""Q: I'm at a construction site and I keep getting a 'Magnetic Interference' error. Can't arm motors.\n A: Newbie: Try calibrating the compass?\n A: Site_Manager: I tried calibrating 5 times, still fails.\n A: Pro_Pilot: If you are standing near rebar or a metal structure, calibration won't work because the interference is real.\n A: Pro_Pilot: You have to switch the flight mode switch to 'Atti' (Manual). This bypasses the GPS/Compass lock and allows you to arm the motors.\n A: Pro_Pilot: Just fly it away from the metal, then switch back to GPS mode."", 'Q: <@U0A5BUYTAG7> How do I fix the death wobble on the Falcon X1?\n A: Thinking...\n A: To fix the death wobble on the Falcon X1, check if the rubber dampeners on the gimbal have stiffened up due to being too cold (below 5°C). If so, warm them up in your hands before flight.\n\n*References:*\n• Slack Thread (Page Unknown)\n• TechNote_Firmware_Update_v4.0.pdf (Page 1)']","Don't know.

*References:*
• Slack API (Page Unknown)
• Maint_Schedule_Commercial_Fleet.pdf (Page Unknown)
• TechNote_Firmware_Update_v4.0.pdf (Page Unknown)",This is often debris in the bell housing or an ESC calibration is required.,0.25,0.0,0.9999999999,1.0
Can I use Falcon X1 arms on the Falcon Pro?,"[""Q: Can I use the spare arms from my Falcon X1 on my new Falcon Pro? They look the same.\n A: Parts_Guy: Physically, yes. They are both Part #RA-400.\n A: Parts_Guy: BUT... the motors are different.\n A: Parts_Guy: The X1 uses 800kV motors, the Pro uses 950kV. So you can use the carbon arm, but you have to swap the motor itself over.\n A: OP_Flyer: Got it. Arm is same, motor is different. I'll swap them."", '● Always use the official AeroStream Smart Charger (Model: CHG-Z).', ""Q: I'm at a construction site and I keep getting a 'Magnetic Interference' error. Can't arm motors.\n A: Newbie: Try calibrating the compass?\n A: Site_Manager: I tried calibrating 5 times, still fails.\n A: Pro_Pilot: If you are standing near rebar or a metal structure, calibration won't work because the interference is real.\n A: Pro_Pilot: You have to switch the flight mode switch to 'Atti' (Manual). This bypasses the GPS/Compass lock and allows you to arm the motors.\n A: Pro_Pilot: Just fly it away from the metal, then switch back to GPS mode."", 'No action\nPairing needed.', 'Q: <@U0A5BUYTAG7> What is the torque setting for the rotor arm screws?', 'Open the ""AeroStream Assistant"" software.', 'Perform ""Cold\nAlternating Fail IMU Reset"" via app.']","Physically, yes. They are both Part #RA-400. BUT... the motors are different. The X1 uses 800kV motors, the Pro uses 950kV. So you can use the carbon arm, but you have to swap the motor itself over.

*References:*
• Slack API (Page Unknown)
• Safety_LiPo_Battery_Handling.pdf (Page Unknown)
• TS_Guide_Falcon_Series_Error_Codes.pdf (Page Unknown)
• TechNote_Firmware_Update_v4.0.pdf (Page Unknown)","Yes, the arms (RA-400) are compatible, but the motors mounted on them are different.",0.8333333333333334,0.4033785637706711,0.9999999999,1.0
